KEY,TEXT
odds.hero_classic_5.non_featured,[#ffc3ff]Legendary[#] Classic Hero (non-featured): [#!]{0}%[#]
odds.hero_costume_summon_3,[#ffffff]Rare[#] Hero and Costume: [#!]{0}%[#]
odds.hero_costume_summon_4,[#fff081]Epic[#] Hero and Costume: [#!]{0}%[#]
odds.hero_costume_summon_5,"[#ffc3ff]Legendary[#] Hero and Costume: [#!]{0}%[#][#ffffff]*
* non-featured[#]"
odds.hero_event_alliance_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_alliance_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_alliance_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_astralelves.bonus_pull,"[#fff081]For each summoned Legendary Astral Hero, you will get another Legendary Astral Hero as a bonus.[#]"
odds.hero_event_astralelves_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_astralelves_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_astralelves_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_challenge_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_challenge_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_challenge_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_challenge_5.non_featured,[#ffc3ff]Legendary[#] Event Hero (non-featured): [#!]{0}%[#]
odds.hero_event_challenge_event.bonus_pull,"[#fff081]For each summoned Legendary Event Hero, you have a {0}% chance to get another Legendary Event Hero as a bonus.[#]"
odds.hero_event_challenge_featured_5,[#ffc3ff]Legendary[#] Featured Event Hero: [#!]{0}%[#]
odds.hero_event_goblin.bonus_pull,"[#fff081]For each summoned Legendary Event Hero, you will get another Legendary Event Hero as a bonus.[#]"
odds.hero_event_goblin_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_goblin_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_goblin_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_shadow.bonus_pull,"[#fff081]For each summoned Legendary Hero, you get {0} bonus draws, each with a {1}% chance to get another Legendary Hero.[#]"
odds.hero_event_shadow_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_shadow_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_shadow_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_blue_4,[#fff081]Epic[#] Event [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_blue_5,[#ffc3ff]Legendary[#] Event [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_green_4,[#fff081]Epic[#] Event [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_green_5,[#ffc3ff]Legendary[#] Event [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_purple_4,[#fff081]Epic[#] Event [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_purple_5,[#ffc3ff]Legendary[#] Event [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_red_4,[#fff081]Epic[#] Event [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_red_5,[#ffc3ff]Legendary[#] Event [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_yellow_4,[#fff081]Epic[#] Event [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_event_super_elemental_yellow_5,[#ffc3ff]Legendary[#] Event [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_event_tower_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_event_tower_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_event_tower_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_event_tower_featured_5,[#ffc3ff]Legendary[#] Featured Event Hero: [#!]{0}%[#]
odds.hero_event_tower_magic.bonus_pull,"[#fff081]For each summoned Legendary Event Hero, you have a {0}% chance to get another Legendary Event Hero as a bonus.[#]"
odds.hero_featured_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_5.specific,[#ffc3ff]Legendary[#] Featured '[#ffffff]{1}[#]': [#!]{0}%[#]
odds.hero_featured_astralelves_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_black_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_costume_summon_5,[#ffc3ff]Legendary[#] Featured Hero and Costume: [#!]{0}%[#]
odds.hero_featured_covenant_summon_5,[#ffc3ff]Legendary[#] Featured Heroes: [#!]{0}%[#]
odds.hero_featured_event_alliance_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_goblin_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_harvest_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_hotm_5,"[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]*
[#ffffff]* Costume included if available[#]"
odds.hero_featured_kingdom_war_5,[#ffc3ff]Legendary[#] Featured Three Kingdoms Hero: [#!]{0}%[#]
odds.hero_featured_monster_island_5,[#ffc3ff]Legendary[#] Featured Event Hero: [#!]{0}%[#]
odds.hero_featured_pickup_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_season2_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#][#ffffff]
odds.hero_featured_season3_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#][#ffffff]
odds.hero_featured_season4_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_season5_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_seasonal_4,[#fff081]Epic[#] Featured Seasonal Hero and Costume: [#!]{0}%[#]
odds.hero_featured_seasonal_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_shadow_summon_5,[#ffc3ff]Legendary[#] Featured Hero: [#!]{0}%[#]
odds.hero_featured_super_elemental_blue_5,[#ffc3ff]Legendary[#] Featured [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_featured_super_elemental_green_5,[#ffc3ff]Legendary[#] Featured [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_featured_super_elemental_purple_5,[#ffc3ff]Legendary[#] Featured [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_featured_super_elemental_red_5,[#ffc3ff]Legendary[#] Featured [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_featured_super_elemental_yellow_5,[#ffc3ff]Legendary[#] Featured [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_featured_untoldtales1_5,[#ffc3ff]Legendary[#] Featured Untold Tales Hero: [#!]{0}%[#][#ffffff]
odds.hero_featured_untoldtales2_5,"[#ffc3ff]Legendary[#] Featured Untold Tales II Hero: [#!]{0}%[#][#ffffff]

Included Season 3 Heroes are from Jotunheim, Muspelheim and Svartalfheim Realms[#]"
odds.hero_featured_wilderness_summon_5,[#ffc3ff]Legendary[#] Featured Heroes: [#!]{0}%[#]
odds.hero_harvest_summon_3,[#ffffff]Rare[#] Hero: [#!]{0}%[#]
odds.hero_harvest_summon_4,[#fff081]Epic[#] Hero: [#!]{0}%[#]
odds.hero_harvest_summon_5,[#ffc3ff]Legendary[#] Hero (non-featured): [#!]{0}%[#]
odds.hero_hotm_5,[#ffc3ff]Legendary[#] Past Hero of the Month (non-featured): [#!]{0}%[#][#ffffff]*
odds.hero_kingdom_war_3,[#ffffff]Rare[#] Three Kingdoms Hero: [#!]{0}%[#]
odds.hero_kingdom_war_4,[#fff081]Epic[#] Three Kingdoms Hero: [#!]{0}%[#]
odds.hero_kingdom_war_5,[#ffc3ff]Legendary[#] Three Kingdoms Hero (non-featured): [#!]{0}%[#]
odds.hero_limited_5,[#ffc3ff]LEGENDARY[#] Limited Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_extra_seasonal_3,"[#ffffff]Seasonal Heroes[#]

[#ffffff]Rare[#] Sand Empire Hero: [#!]{0}%[#]"
odds.hero_lottery_hero_beach_party_extra_seasonal_3.non_featured,[#ffffff]Rare[#] Sand Empire Hero (non-featured): [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_extra_seasonal_4,[#fff081]Epic[#] Sand Empire Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_extra_seasonal_4.non_featured,[#fff081]Epic[#] Sand Empire Hero (non-featured): [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_extra_seasonal_5,[#ffc3ff]Legendary[#] Sand Empire Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_extra_seasonal_5.non_featured,[#ffc3ff]Legendary[#] Sand Empire Hero (non-featured): [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_3,[#ffffff]Rare[#] Beach Party Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_3.non_featured,[#ffffff]Rare[#] Beach Party Hero (non-featured): [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_4,[#fff081]Epic[#] Beach Party Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_4.non_featured,[#fff081]Epic[#] Beach Party Hero (non-featured): [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_5,[#ffc3ff]Legendary[#] Beach Party Hero: [#!]{0}%[#]
odds.hero_lottery_hero_beach_party_seasonal_5.non_featured,[#ffc3ff]Legendary[#] Beach Party Hero (non-featured): [#!]{0}%[#]
odds.hero_monster_island_3,[#ffffff]Rare[#] Event Hero: [#!]{0}%[#]
odds.hero_monster_island_4,[#fff081]Epic[#] Event Hero: [#!]{0}%[#]
odds.hero_monster_island_5,[#ffc3ff]Legendary[#] Event Hero: [#!]{0}%[#]
odds.hero_monthly,[#ffc3ff]Legendary[#] Hero of the Month '[#ffffff]{1}[#]': [#!]{0}%[#]
odds.hero_mystery,[#ffc3ff]Secret Summon [#]Hero '[#ffffff]{1}[#]': [#!]{0}%[#]
odds.hero_season2_3,[#ffffff]Rare[#] Season II Hero: [#!]{0}%[#][#ffffff][#]
odds.hero_season2_4,[#fff081]Epic[#] Season II Hero: [#!]{0}%[#][#ffffff][#]
odds.hero_season2_5,[#ffc3ff]Legendary[#] Season II Hero (non-featured): [#!]{0}%[#][#ffffff]
odds.hero_season3_3,[#ffffff]Rare[#] Season III Hero: [#!]{0}%[#][#ffffff][#]
odds.hero_season3_4,[#fff081]Epic[#] Season III Hero: [#!]{0}%[#][#ffffff][#]
odds.hero_season3_5,[#ffc3ff]Legendary[#] Season III Hero (non-featured): [#!]{0}%[#][#ffffff]
odds.hero_season4_3,[#ffffff]Rare[#] Season IV Hero: [#!]{0}%[#]
odds.hero_season4_4,[#fff081]Epic[#] Season IV Hero: [#!]{0}%[#]
odds.hero_season4_5,[#ffc3ff]Legendary[#] Season IV Hero (non-featured): [#!]{0}%[#][#ffffff][#]
odds.hero_season5_3,[#ffffff]Rare[#] Season V Hero: [#!]{0}%[#]
odds.hero_season5_4,[#fff081]Epic[#] Season V Hero: [#!]{0}%[#]
odds.hero_season5_5,[#ffc3ff]Legendary[#] Season V Hero (non-featured): [#!]{0}%[#][#ffffff]
odds.hero_seasonal_3,[#ffffff]Rare[#] Seasonal Hero: [#!]{0}%[#]
odds.hero_seasonal_4,[#fff081]Epic[#] Seasonal Hero: [#!]{0}%[#]
odds.hero_seasonal_5,[#ffc3ff]Legendary[#] Seasonal Hero: [#!]{0}%[#]
odds.hero_seasonal_5.non_featured,[#ffc3ff]Legendary[#] Seasonal Hero (non-featured): [#!]{0}%[#]
odds.hero_secret,[#ffc3ff]Legendary[#] Secret Hero: [#!]{0}%[#]
odds.hero_super_elemental_blue_3,[#ffffff]Rare[#] [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_blue_4,[#fff081]Epic[#] [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_blue_5,[#ffc3ff]Legendary[#] [##elementblue]Ice[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_green_3,[#ffffff]Rare[#] [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_green_4,[#fff081]Epic[#] [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_green_5,[#ffc3ff]Legendary[#] [##elementgreen]Nature[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_purple_3,[#ffffff]Rare[#] [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_purple_4,[#fff081]Epic[#] [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_purple_5,[#ffc3ff]Legendary[#] [##elementpurple]Dark[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_red_3,[#ffffff]Rare[#] [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_red_4,[#fff081]Epic[#] [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_red_5,[#ffc3ff]Legendary[#] [##elementred]Fire[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_yellow_3,[#ffffff]Rare[#] [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_yellow_4,[#fff081]Epic[#] [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_super_elemental_yellow_5,[#ffc3ff]Legendary[#] [##elementyellow]Holy[#] Hero: [#!]{0}%[#]
odds.hero_trainer_3,[#ffffff]Rare[#] Trainer Hero: [#!]{0}%[#]
odds.hero_trainer_4,[#fff081]Epic[#] Trainer Hero: [#!]{0}%[#]
odds.hero_untoldtales1_3,[#ffffff]Rare[#] Untold Tales Hero: [#!]{0}%[#]
odds.hero_untoldtales1_4,[#fff081]Epic[#] Untold Tales Hero: [#!]{0}%[#]
odds.hero_untoldtales1_5,[#ffc3ff]Legendary[#] Untold Tales Hero: [#!]{0}%[#]
odds.hero_untoldtales1_atlantis_3,[#ffffff]Rare[#] Atlantis Hero: [#!]{0}%[#][#ffffff]*
odds.hero_untoldtales1_atlantis_4,[#fff081]Epic[#] Atlantis Hero: [#!]{0}%[#][#ffffff]*
odds.hero_untoldtales1_atlantis_5,[#ffc3ff]Legendary[#] Atlantis Hero [#!]{0}%[#][#ffffff]*
odds.hero_untoldtales2_3,[#ffffff]Rare[#] Untold Tales II Hero: [#!]{0}%[#]
odds.hero_untoldtales2_4,[#fff081]Epic[#] Untold Tales II Hero: [#!]{0}%[#]
odds.hero_untoldtales2_5,[#ffc3ff]Legendary[#] Untold Tales II Hero: [#!]{0}%[#]
odds.hero_untoldtales2_jotunheim_muspelheim_svartalfheim_3,[#ffffff]Rare[#] Season 3 Hero: [#!]{0}%[#]*
odds.hero_untoldtales2_jotunheim_muspelheim_svartalfheim_4,[#fff081]Epic[#] Season 3 Hero: [#!]{0}%[#]*
odds.hero_untoldtales2_jotunheim_muspelheim_svartalfheim_5,[#ffc3ff]Legendary[#] Season 3 Hero: [#!]{0}%[#]*
odds.items.lottery_item_ascension.0,[#ffffff]Rare[#] Ascension Combo: [#!]{0}%[#]
odds.items.lottery_item_ascension.1,[#cccccc]Epic[#] Emblem Combo: [#!]{0}%[#]
odds.items.lottery_item_ascension.2,[#ffc3ff]Legendary[#] Ascension Combo: [#!]{0}%[#]
odds.items.lottery_item_ascension.3,[#fff081]Super Emblem[#] Combo: [#!]{0}%[#]
odds.items.lottery_item_ascension.4,[#ffc3ff]Super Ascension[#] Combo: [#!]{0}%[#]
odds.items.lottery_item_ascension.5,[#ffc3ff]Master Emblem[#] Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.0,[#ffffff]Rare[#] Aether Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.1,[#cccccc]Epic[#] Aether Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.2,[#ffc3ff]Legendary[#] Aether Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.3,[#ffffff]Alpha[#] Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.4,[#fff081]Super Alpha[#] Combo: [#!]{0}%[#]
odds.items.lottery_item_limit_break.5,[#ffc3ff]Hyper Alpha[#] Combo: [#!]{0}%[#]
odds.lootbox.powergrade.ascension1,Ascended Once
odds.lootbox.powergrade.ascension2,Ascended Twice
odds.lootbox.powergrade.basic,Basic
odds.lootbox.powergrade.limitbreak1,LB1
odds.lootbox.powergrade.limitbreak1maxtalents,LB1 and Fully Emblemed
odds.lootbox.powergrade.limitbreak2,LB2
odds.lootbox.powergrade.limitbreak2maxtalents,LB2 and Fully Emblemed
odds.lootbox.powergrade.maxascension,Fully Ascended
odds.lootbox.powergrade.maxascensionmaxtalents,Fully Ascended and Fully Emblemed
odds.perfect_summon.5,[#ffc3ff]Legendary Hero & Special Items[#]: [#!]{0}%[#]
odds.perfect_summon.only_in_bulk,Perfect {0} Bonus can only be gained from a [#ffffff]Summon x {0}[#].
odds.piggybank.item,{0}x {1}: [#!]{2}%[#]
odds.powergrade.ascension1,[#b7d3e8]Ascended Once[#]: [#!]{0}%[#]
odds.powergrade.ascension2,[#b7d3e8]Ascended Twice[#]: [#!]{0}%[#]
odds.powergrade.basic,[#cccccc]Basic[#]: [#!]{0}%[#]
odds.powergrade.limitbreak1,[#fff081]Limit Broken Once[#]: [#!]{0}%[#]
odds.powergrade.limitbreak1maxtalents,[#fff081]Limit Broken Once[#] and [#ffc3ff]Fully Emblemed[#]: [#!]{0}%[#]
odds.powergrade.limitbreak2,[#fff081]Limit Broken Twice[#]: [#!]{0}%[#]
odds.powergrade.limitbreak2maxtalents,[#fff081]Limit Broken Twice[#] and [#ffc3ff]Fully Emblemed[#]: [#!]{0}%[#]
odds.powergrade.maxascension,[#ffffff]Fully Ascended[#]: [#!]{0}%[#]
odds.powergrade.maxascensionmaxtalents,[#ffffff]Fully Ascended[#] and [#ffc3ff]Fully Emblemed[#]: [#!]{0}%[#]
